document,query_name,n_candidates,correct_rank,is_top1,similarities,ranking,names
nist_r0380_01,SIMPSON P SHERMAN,3,1,True,"[0.06560154259204865, 0.028445828706026077, 0.6281736493110657]","[2, 0, 1]","['CARROLL M KEMPER', 'NASSON A YAMHILL', 'SIMPSON P SHERMAN']"
nist_r0382_01,BRAINERD A BOYD,2,1,True,"[0.6683301329612732, -0.11477115750312805]","[0, 1]","['BRAINERD A BOYD', 'HOOK T MILLS']"
nist_r0382_01,HOOK T MILLS,2,1,True,"[-0.10369060933589935, 0.5968765020370483]","[1, 0]","['BRAINERD A BOYD', 'HOOK T MILLS']"
nist_r0383_01,AVERETT Z PAGE,2,1,True,"[0.60513836145401, -0.09401081502437592]","[0, 1]","['AVERETT Z PAGE', 'KENDALL V LAMAR']"
nist_r0383_01,KENDALL V LAMAR,2,1,True,"[-0.05827701464295387, 0.6591430306434631]","[1, 0]","['AVERETT Z PAGE', 'KENDALL V LAMAR']"
nist_r0384_01,BUCKNELL V SWIFT,2,1,True,"[0.3893829882144928, 0.0131433866918087]","[0, 1]","['BUCKNELL V SWIFT', 'NASSON A YAMHILL']"
nist_r0384_01,NASSON A YAMHILL,2,1,True,"[0.14070424437522888, 0.7044129371643066]","[1, 0]","['BUCKNELL V SWIFT', 'NASSON A YAMHILL']"
nist_r0385_01,RICHMONT F BAPTIST,3,1,True,"[0.6586753726005554, -0.27316591143608093, 0.058300185948610306]","[0, 2, 1]","['RICHMONT F BAPTIST', 'SURRY Z CASS', 'WHITTIER D OLIVER']"
nist_r0385_01,SURRY Z CASS,3,1,True,"[-0.3061222434043884, 0.61417555809021, -0.17751063406467438]","[1, 2, 0]","['RICHMONT F BAPTIST', 'SURRY Z CASS', 'WHITTIER D OLIVER']"
nist_r0385_01,WHITTIER D OLIVER,3,1,True,"[0.027126317843794823, -0.2023555487394333, 0.6616783142089844]","[2, 0, 1]","['RICHMONT F BAPTIST', 'SURRY Z CASS', 'WHITTIER D OLIVER']"
nist_r0386_01,ENDICOTT C ELLIS,2,1,True,"[0.6235611438751221, 0.07466839998960495]","[0, 1]","['ENDICOTT C ELLIS', 'SALEM J SHELBY']"
nist_r0386_01,SALEM J SHELBY,2,1,True,"[0.04391254484653473, 0.6506685018539429]","[1, 0]","['ENDICOTT C ELLIS', 'SALEM J SHELBY']"
nist_r0388_01,DRAKE H ROWAN,2,1,True,"[0.28317394852638245, 0.24396182596683502]","[0, 1]","['DRAKE H ROWAN', 'LORAS F BROWN']"
nist_r0388_01,LORAS F BROWN,2,1,True,"[0.1140003651380539, 0.49727576971054077]","[1, 0]","['DRAKE H ROWAN', 'LORAS F BROWN']"
nist_r0390_01,ASHLAND L MARTIN,3,1,True,"[0.6555488705635071, 0.052891895174980164, -0.2957761883735657]","[0, 1, 2]","['ASHLAND L MARTIN', 'ENDICOTT A VERNON', 'LORAS F BROWN']"
nist_r0390_01,ENDICOTT A VERNON,3,1,True,"[0.07287835329771042, 0.684286892414093, -0.1629301756620407]","[1, 0, 2]","['ASHLAND L MARTIN', 'ENDICOTT A VERNON', 'LORAS F BROWN']"
nist_r0390_01,LORAS F BROWN,3,1,True,"[-0.21297377347946167, -0.07846622914075851, 0.6329066753387451]","[2, 1, 0]","['ASHLAND L MARTIN', 'ENDICOTT A VERNON', 'LORAS F BROWN']"
nist_r0391_01,CROWDER U STONE,3,1,True,"[0.7038233280181885, -0.17503947019577026, -0.0751907229423523]","[0, 2, 1]","['CROWDER U STONE', 'DILLARD D YORK', 'PAINE R FERGUS']"
nist_r0391_01,DILLARD D YORK,3,1,True,"[-0.08998418599367142, 0.5207891464233398, -0.052253108471632004]","[1, 2, 0]","['CROWDER U STONE', 'DILLARD D YORK', 'PAINE R FERGUS']"
nist_r0391_01,PAINE R FERGUS,3,1,True,"[-0.04920528084039688, 0.01842384785413742, 0.6744295954704285]","[2, 1, 0]","['CROWDER U STONE', 'DILLARD D YORK', 'PAINE R FERGUS']"
nist_r0392_01,ERSKINE W MITCHELL,3,1,True,"[0.6724092960357666, -0.18203891813755035, 0.06687489151954651]","[0, 2, 1]","['ERSKINE W MITCHELL', 'PIEDMONT H KINGMAN', 'WHITTIER D OLIVER']"
nist_r0392_01,PIEDMONT H KINGMAN,3,1,True,"[-0.09583304077386856, 0.6456373929977417, -0.08525315672159195]","[1, 2, 0]","['ERSKINE W MITCHELL', 'PIEDMONT H KINGMAN', 'WHITTIER D OLIVER']"
nist_r0392_01,WHITTIER D OLIVER,3,1,True,"[0.09360017627477646, -0.04450051486492157, 0.5243641138076782]","[2, 0, 1]","['ERSKINE W MITCHELL', 'PIEDMONT H KINGMAN', 'WHITTIER D OLIVER']"
nist_r0393_01,BAYLOR R O ZAILH,3,1,True,"[0.702573835849762, -0.09672247618436813, 0.1311170905828476]","[0, 2, 1]","['BAYLOR R O ZAILH', 'DRAKE H ROWAN', 'MARTIN L CASCADE']"
nist_r0393_01,DRAKE H ROWAN,3,1,True,"[0.0652104988694191, 0.24903327226638794, 0.07543368637561798]","[1, 2, 0]","['BAYLOR R O ZAILH', 'DRAKE H ROWAN', 'MARTIN L CASCADE']"
nist_r0393_01,MARTIN L CASCADE,3,1,True,"[-0.08730877935886383, -0.07764900475740433, 0.6004592180252075]","[2, 1, 0]","['BAYLOR R O ZAILH', 'DRAKE H ROWAN', 'MARTIN L CASCADE']"
nist_r0394_01,ERSKINE W MITCHELL,2,1,True,"[0.6628146767616272, -0.1791919767856598]","[0, 1]","['ERSKINE W MITCHELL', 'LORAS F BROWN']"
nist_r0394_01,LORAS F BROWN,2,1,True,"[-0.1064440980553627, 0.6784409284591675]","[1, 0]","['ERSKINE W MITCHELL', 'LORAS F BROWN']"
nist_r0395_01,ALFRED X MORGAN,3,1,True,"[0.6378946900367737, 0.018762515857815742, -0.09249067306518555]","[0, 1, 2]","['ALFRED X MORGAN', 'CARROLL M KEMPER', 'CASPER C WELLS']"
nist_r0395_01,CARROLL M KEMPER,3,1,True,"[0.19028279185295105, 0.6978238224983215, 0.2788173258304596]","[1, 2, 0]","['ALFRED X MORGAN', 'CARROLL M KEMPER', 'CASPER C WELLS']"
nist_r0395_01,CASPER C WELLS,3,1,True,"[-0.09544230252504349, 0.22355590760707855, 0.5913581252098083]","[2, 1, 0]","['ALFRED X MORGAN', 'CARROLL M KEMPER', 'CASPER C WELLS']"
nist_r0397_01,EDGECLIFF M OLDHAM,3,1,True,"[0.6705525517463684, 0.20837251842021942, -0.19641298055648804]","[0, 1, 2]","['EDGECLIFF M OLDHAM', 'HEWTER U BELL', 'TULANE V BANKS']"
nist_r0397_01,HEWTER U BELL,3,1,True,"[0.31365153193473816, 0.6807152628898621, -0.24820265173912048]","[1, 0, 2]","['EDGECLIFF M OLDHAM', 'HEWTER U BELL', 'TULANE V BANKS']"
nist_r0397_01,TULANE V BANKS,3,1,True,"[-0.17836739122867584, -0.22128897905349731, 0.6175890564918518]","[2, 0, 1]","['EDGECLIFF M OLDHAM', 'HEWTER U BELL', 'TULANE V BANKS']"
nist_r0398_01,ALLEN Q WRIGHT,2,1,True,"[0.5853930711746216, -0.20152942836284637]","[0, 1]","['ALLEN Q WRIGHT', 'FAIRFIELD B HOOD']"
nist_r0398_01,FAIRFIELD B HOOD,2,1,True,"[-0.22826141119003296, 0.7186138033866882]","[1, 0]","['ALLEN Q WRIGHT', 'FAIRFIELD B HOOD']"
nist_r0399_01,FRANKLIN W GILMORE,2,1,True,"[0.6547752618789673, -0.2622992992401123]","[0, 1]","['FRANKLIN W GILMORE', 'MURATO G MESA']"
nist_r0399_01,MURATO G MESA,2,1,True,"[-0.26724573969841003, 0.6495726704597473]","[1, 0]","['FRANKLIN W GILMORE', 'MURATO G MESA']"
nist_r0400_01,ENDICOTT A VERNON,2,1,True,"[0.710628867149353, 0.09350378811359406]","[0, 1]","['ENDICOTT A VERNON', 'WHITWORTH P BOYLE']"
nist_r0400_01,WHITWORTH P BOYLE,2,1,True,"[0.09796188026666641, 0.7130131721496582]","[1, 0]","['ENDICOTT A VERNON', 'WHITWORTH P BOYLE']"
nist_r0401_01,ALVIN H EVANS,2,1,True,"[0.6209235191345215, 0.13745708763599396]","[0, 1]","['ALVIN H EVANS', 'TYLER H CASS']"
nist_r0401_01,TYLER H CASS,2,1,True,"[0.10131734609603882, 0.6482948064804077]","[1, 0]","['ALVIN H EVANS', 'TYLER H CASS']"
nist_r0402_01,DRAKE H ROWAN,2,2,False,"[0.06982174515724182, 0.10524612665176392]","[1, 0]","['DRAKE H ROWAN', 'MARIAN V FERGUS']"
nist_r0402_01,MARIAN V FERGUS,2,1,True,"[0.07980210334062576, 0.6161723136901855]","[1, 0]","['DRAKE H ROWAN', 'MARIAN V FERGUS']"
nist_r0403_01,ALFRED X MORGAN,2,1,True,"[0.6472755670547485, -0.22364725172519684]","[0, 1]","['ALFRED X MORGAN', 'CALDWELL V NEWTON']"
nist_r0403_01,CALDWELL V NEWTON,2,1,True,"[-0.11295181512832642, 0.4838995933532715]","[1, 0]","['ALFRED X MORGAN', 'CALDWELL V NEWTON']"
nist_r0406_01,ENDICOTT C ELLIS,2,1,True,"[0.4830494821071625, -0.003122272901237011]","[0, 1]","['ENDICOTT C ELLIS', 'STEVENS W UPTON']"
nist_r0406_01,STEVENS W UPTON,2,1,True,"[-0.044547710567712784, 0.5862218737602234]","[1, 0]","['ENDICOTT C ELLIS', 'STEVENS W UPTON']"
nist_r0407_01,CASPER L MASON,2,1,True,"[0.6811883449554443, -0.09252262860536575]","[0, 1]","['CASPER L MASON', 'MARIN M YORK']"
nist_r0407_01,MARIN M YORK,2,1,True,"[0.010506434366106987, 0.7330614924430847]","[1, 0]","['CASPER L MASON', 'MARIN M YORK']"
nist_r0408_01,O ZARK,2,1,True,"[0.5929529666900635, 0.05494106933474541]","[0, 1]","['O ZARK', 'TAYLOR H EMMET']"
nist_r0408_01,TAYLOR H EMMET,2,1,True,"[0.2219812422990799, 0.6654942631721497]","[1, 0]","['O ZARK', 'TAYLOR H EMMET']"
nist_r0409_01,MCHENRY W COMES,2,1,True,"[0.4023924171924591, -0.009235093370079994]","[0, 1]","['MCHENRY W COMES', 'PIEDMONT H KINGMAN']"
nist_r0409_01,PIEDMONT H KINGMAN,2,1,True,"[0.08159395307302475, 0.6854681372642517]","[1, 0]","['MCHENRY W COMES', 'PIEDMONT H KINGMAN']"
nist_r0410_01,BRENNA P ATKINS,3,1,True,"[0.6935997009277344, -0.042918767780065536, 0.0602571927011013]","[0, 2, 1]","['BRENNA P ATKINS', 'BUCKNELL V SWIFT', 'DELTA K AURON']"
nist_r0410_01,BUCKNELL V SWIFT,3,1,True,"[0.08549972623586655, 0.2130192369222641, -0.11418674141168594]","[1, 0, 2]","['BRENNA P ATKINS', 'BUCKNELL V SWIFT', 'DELTA K AURON']"
nist_r0410_01,DELTA K AURON,3,1,True,"[0.07363668829202652, -0.22710028290748596, 0.7220785617828369]","[2, 0, 1]","['BRENNA P ATKINS', 'BUCKNELL V SWIFT', 'DELTA K AURON']"
nist_r0412_01,DILLARD D YORK,2,1,True,"[0.6379749178886414, -0.03599303588271141]","[0, 1]","['DILLARD D YORK', 'FERRIS K SCOTT']"
nist_r0412_01,FERRIS K SCOTT,2,1,True,"[-0.08026400208473206, 0.3049201965332031]","[1, 0]","['DILLARD D YORK', 'FERRIS K SCOTT']"
nist_r0413_01,BAYLOR T BUNKS,2,1,True,"[0.664462149143219, 0.10599328577518463]","[0, 1]","['BAYLOR T BUNKS', 'BRENNA P ATKINS']"
nist_r0413_01,BRENNA P ATKINS,2,1,True,"[0.16363470256328583, 0.6310899257659912]","[1, 0]","['BAYLOR T BUNKS', 'BRENNA P ATKINS']"
nist_r0414_01,ALBUR R BELL,3,1,True,"[0.6730537414550781, 0.07438590377569199, 0.035673853009939194]","[0, 1, 2]","['ALBUR R BELL', 'ALLEN Q WRIGHT', 'ODESSA YORK']"
nist_r0414_01,ALLEN Q WRIGHT,3,1,True,"[0.001852510729804635, 0.6642404198646545, 0.08986818790435791]","[1, 2, 0]","['ALBUR R BELL', 'ALLEN Q WRIGHT', 'ODESSA YORK']"
nist_r0414_01,ODESSA YORK,3,1,True,"[-0.09998276084661484, -0.022834215313196182, 0.4035787284374237]","[2, 1, 0]","['ALBUR R BELL', 'ALLEN Q WRIGHT', 'ODESSA YORK']"
nist_r0415_01,DAVIDSON J LAWRENCE,2,1,True,"[0.24759484827518463, 0.015367479994893074]","[0, 1]","['DAVIDSON J LAWRENCE', 'SAMFORD B HOOD']"
nist_r0415_01,SAMFORD B HOOD,2,1,True,"[-0.04866641014814377, 0.6827220320701599]","[1, 0]","['DAVIDSON J LAWRENCE', 'SAMFORD B HOOD']"
nist_r0416_01,BUCKNELL V SWIFT,2,1,True,"[0.453602135181427, -0.015186801552772522]","[0, 1]","['BUCKNELL V SWIFT', 'MITCHELL L ELDER']"
nist_r0416_01,MITCHELL L ELDER,2,1,True,"[0.14672571420669556, 0.7060642838478088]","[1, 0]","['BUCKNELL V SWIFT', 'MITCHELL L ELDER']"
nist_r0417_01,COOKE Y VERNON,2,1,True,"[0.6238393187522888, 0.1734853982925415]","[0, 1]","['COOKE Y VERNON', 'REEDLEY O CLOUD']"
nist_r0417_01,REEDLEY O CLOUD,2,1,True,"[-0.09739638864994049, 0.12142940610647202]","[1, 0]","['COOKE Y VERNON', 'REEDLEY O CLOUD']"
nist_r0418_01,BAYLOR T BUNKS,3,1,True,"[0.6526041030883789, 0.007789455354213715, 0.017457200214266777]","[0, 2, 1]","['BAYLOR T BUNKS', 'REEDLEY O CLOUD', 'WITSON P HIDE']"
nist_r0418_01,REEDLEY O CLOUD,3,1,True,"[-0.04164772480726242, 0.37793660163879395, 0.07072310149669647]","[1, 2, 0]","['BAYLOR T BUNKS', 'REEDLEY O CLOUD', 'WITSON P HIDE']"
nist_r0418_01,WITSON P HIDE,3,1,True,"[-0.051051899790763855, 0.0849105715751648, 0.666224479675293]","[2, 1, 0]","['BAYLOR T BUNKS', 'REEDLEY O CLOUD', 'WITSON P HIDE']"
nist_r0419_01,DUKE W DAWSON,3,1,True,"[0.6405889987945557, -0.008537640795111656, 0.05799036845564842]","[0, 2, 1]","['DUKE W DAWSON', 'GOUCHER P ESSEX', 'SIMPSON P SHERMAN']"
nist_r0419_01,GOUCHER P ESSEX,3,1,True,"[0.010905550792813301, 0.6736730337142944, -0.1873410940170288]","[1, 0, 2]","['DUKE W DAWSON', 'GOUCHER P ESSEX', 'SIMPSON P SHERMAN']"
nist_r0419_01,SIMPSON P SHERMAN,3,1,True,"[0.20871828496456146, -0.07976969331502914, 0.7280927896499634]","[2, 0, 1]","['DUKE W DAWSON', 'GOUCHER P ESSEX', 'SIMPSON P SHERMAN']"
nist_r0420_01,PART S KNOT,2,1,True,"[0.6779147386550903, 0.11246632784605026]","[0, 1]","['PART S KNOT', 'PAST O DALE']"
nist_r0420_01,PAST O DALE,2,1,True,"[0.09733119606971741, 0.6835116744041443]","[1, 0]","['PART S KNOT', 'PAST O DALE']"
nist_r0421_01,KENDALL V LAMAR,3,1,True,"[0.6141027808189392, 0.16553223133087158, -0.1524694561958313]","[0, 1, 2]","['KENDALL V LAMAR', 'PIEDMONT H KINGMAN', 'STERLING D EATON']"
nist_r0421_01,PIEDMONT H KINGMAN,3,1,True,"[0.2733730673789978, 0.6743823885917664, -0.10670605301856995]","[1, 0, 2]","['KENDALL V LAMAR', 'PIEDMONT H KINGMAN', 'STERLING D EATON']"
nist_r0421_01,STERLING D EATON,3,1,True,"[-0.10788751393556595, -0.1859334260225296, 0.7121868133544922]","[2, 0, 1]","['KENDALL V LAMAR', 'PIEDMONT H KINGMAN', 'STERLING D EATON']"
nist_r0422_01,BAYLOR A CLARE,3,1,True,"[0.5811458826065063, -0.00037456757854670286, 0.2892055809497833]","[0, 2, 1]","['BAYLOR A CLARE', 'DILLARD D YORK', 'ROWAN E LAKE']"
nist_r0422_01,DILLARD D YORK,3,1,True,"[0.13747012615203857, 0.6478055119514465, 0.056109774857759476]","[1, 0, 2]","['BAYLOR A CLARE', 'DILLARD D YORK', 'ROWAN E LAKE']"
nist_r0422_01,ROWAN E LAKE,3,1,True,"[0.21421381831169128, 0.055257055908441544, 0.6582991480827332]","[2, 0, 1]","['BAYLOR A CLARE', 'DILLARD D YORK', 'ROWAN E LAKE']"
nist_r0423_01,STEVENS W UPTON,2,1,True,"[0.6952344179153442, -0.13222159445285797]","[0, 1]","['STEVENS W UPTON', 'THIEL A ROCKDALE']"
nist_r0423_01,THIEL A ROCKDALE,2,1,True,"[-0.20563219487667084, 0.2800961434841156]","[1, 0]","['STEVENS W UPTON', 'THIEL A ROCKDALE']"
nist_r0425_01,ASHLAND L MARTIN,2,1,True,"[0.5841189622879028, 0.023578999564051628]","[0, 1]","['ASHLAND L MARTIN', 'DAVIDSON J LAWRENCE']"
nist_r0425_01,DAVIDSON J LAWRENCE,2,1,True,"[0.10082756727933884, 0.47430160641670227]","[1, 0]","['ASHLAND L MARTIN', 'DAVIDSON J LAWRENCE']"
nist_r0426_01,ALLEN Q WRIGHT,3,1,True,"[0.644130289554596, -0.04721155762672424, 0.19733098149299622]","[0, 2, 1]","['ALLEN Q WRIGHT', 'MITCHELL L ELDER', 'PART S KNOT']"
nist_r0426_01,MITCHELL L ELDER,3,1,True,"[-0.08878854662179947, 0.7160177826881409, -0.1290740668773651]","[1, 0, 2]","['ALLEN Q WRIGHT', 'MITCHELL L ELDER', 'PART S KNOT']"
nist_r0426_01,PART S KNOT,3,1,True,"[-0.011985532008111477, -0.13974928855895996, 0.6325446367263794]","[2, 0, 1]","['ALLEN Q WRIGHT', 'MITCHELL L ELDER', 'PART S KNOT']"
nist_r0427_01,BAYLOR R O ZAILH,3,1,True,"[0.661200225353241, 0.10513869673013687, 0.02853018045425415]","[0, 1, 2]","['BAYLOR R O ZAILH', 'BRENNA P ATKINS', 'HASTINGS Z GREENE']"
nist_r0427_01,BRENNA P ATKINS,3,1,True,"[-0.05306908115744591, 0.6147974133491516, 0.16337577998638153]","[1, 2, 0]","['BAYLOR R O ZAILH', 'BRENNA P ATKINS', 'HASTINGS Z GREENE']"
nist_r0427_01,HASTINGS Z GREENE,3,1,True,"[-0.04723377525806427, 0.025005433708429337, 0.6786325573921204]","[2, 1, 0]","['BAYLOR R O ZAILH', 'BRENNA P ATKINS', 'HASTINGS Z GREENE']"
nist_r0428_01,GULLESTER N KENT,2,1,True,"[0.6761224865913391, 0.23502540588378906]","[0, 1]","['GULLESTER N KENT', 'MADISON V CUSTER']"
nist_r0428_01,MADISON V CUSTER,2,1,True,"[0.15926149487495422, 0.6267263889312744]","[1, 0]","['GULLESTER N KENT', 'MADISON V CUSTER']"
nist_r0429_01,CALDWELL V NEWTON,3,1,True,"[0.5081437230110168, 0.30859315395355225, 0.015960386022925377]","[0, 1, 2]","['CALDWELL V NEWTON', 'ENDICOTT A VERNON', 'STEVENS W UPTON']"
nist_r0429_01,ENDICOTT A VERNON,3,1,True,"[0.2570289373397827, 0.7489790916442871, 0.16170503199100494]","[1, 0, 2]","['CALDWELL V NEWTON', 'ENDICOTT A VERNON', 'STEVENS W UPTON']"
nist_r0429_01,STEVENS W UPTON,3,1,True,"[0.10634320229291916, 0.07683855295181274, 0.680109441280365]","[2, 0, 1]","['CALDWELL V NEWTON', 'ENDICOTT A VERNON', 'STEVENS W UPTON']"
nist_r0430_01,ENDICOTT M LUCAS,2,1,True,"[0.6255766749382019, -0.22894932329654694]","[0, 1]","['ENDICOTT M LUCAS', 'SIMPSON P SHERMAN']"
nist_r0430_01,SIMPSON P SHERMAN,2,1,True,"[-0.032738253474235535, 0.7263595461845398]","[1, 0]","['ENDICOTT M LUCAS', 'SIMPSON P SHERMAN']"
nist_r0431_01,BERRY E STORY,3,1,True,"[0.6051669716835022, -0.09425029158592224, -0.13357682526111603]","[0, 1, 2]","['BERRY E STORY', 'HOOK T MILLS', 'MARTIN L CASCADE']"
nist_r0431_01,HOOK T MILLS,3,1,True,"[-0.034836240112781525, 0.6897958517074585, 0.07531317323446274]","[1, 2, 0]","['BERRY E STORY', 'HOOK T MILLS', 'MARTIN L CASCADE']"
nist_r0431_01,MARTIN L CASCADE,3,1,True,"[-0.05514221265912056, 0.019451675936579704, 0.5667909979820251]","[2, 1, 0]","['BERRY E STORY', 'HOOK T MILLS', 'MARTIN L CASCADE']"
nist_r0432_01,BAYLOR R O ZAILH,2,1,True,"[0.7071340084075928, 0.2091442197561264]","[0, 1]","['BAYLOR R O ZAILH', 'ROWAN C MAJOR']"
nist_r0432_01,ROWAN C MAJOR,2,1,True,"[0.1218319982290268, 0.6204463839530945]","[1, 0]","['BAYLOR R O ZAILH', 'ROWAN C MAJOR']"
nist_r0433_01,BAYLOR R O ZAILH,2,1,True,"[0.6306578516960144, -0.08909983932971954]","[0, 1]","['BAYLOR R O ZAILH', 'DELTA K AURON']"
nist_r0433_01,DELTA K AURON,2,1,True,"[-0.10858489573001862, 0.5471810102462769]","[1, 0]","['BAYLOR R O ZAILH', 'DELTA K AURON']"
nist_r0434_01,MITCHELL L ELDER,2,1,True,"[0.6539208292961121, -0.00548251997679472]","[0, 1]","['MITCHELL L ELDER', 'SULLINS U SPENCER']"
nist_r0434_01,SULLINS U SPENCER,2,1,True,"[-0.050628259778022766, 0.6256604194641113]","[1, 0]","['MITCHELL L ELDER', 'SULLINS U SPENCER']"
nist_r0435_01,PART S KNOT,2,1,True,"[0.6310015320777893, -0.19306866824626923]","[0, 1]","['PART S KNOT', 'WITSON P HIDE']"
nist_r0435_01,WITSON P HIDE,2,1,True,"[-0.03471674025058746, 0.5742279291152954]","[1, 0]","['PART S KNOT', 'WITSON P HIDE']"
nist_r0436_01,AVERETT Z PAGE,2,1,True,"[0.5987522006034851, 0.09931761026382446]","[0, 1]","['AVERETT Z PAGE', 'GOUCHER P ESSEX']"
nist_r0436_01,GOUCHER P ESSEX,2,1,True,"[0.11924085766077042, 0.6628643274307251]","[1, 0]","['AVERETT Z PAGE', 'GOUCHER P ESSEX']"
nist_r0438_01,ALFRED X MORGAN,3,1,True,"[0.6247922778129578, 0.192354217171669, 0.0309921707957983]","[0, 1, 2]","['ALFRED X MORGAN', 'CISCO Y NORTON', 'LAFAYETTE L RILEY']"
nist_r0438_01,CISCO Y NORTON,3,1,True,"[0.10714688152074814, 0.68893963098526, -0.020369738340377808]","[1, 0, 2]","['ALFRED X MORGAN', 'CISCO Y NORTON', 'LAFAYETTE L RILEY']"
nist_r0438_01,LAFAYETTE L RILEY,3,1,True,"[0.14818088710308075, -0.05351903289556503, 0.6958789825439453]","[2, 0, 1]","['ALFRED X MORGAN', 'CISCO Y NORTON', 'LAFAYETTE L RILEY']"
nist_r0439_01,ALVIN H EVANS,3,1,True,"[0.6138948202133179, -0.14658892154693604, 0.009577221237123013]","[0, 2, 1]","['ALVIN H EVANS', 'CROWDER U STONE', 'GULLESTER N KENT']"
nist_r0439_01,CROWDER U STONE,3,1,True,"[-0.09336826205253601, 0.69175124168396, -0.02783118560910225]","[1, 2, 0]","['ALVIN H EVANS', 'CROWDER U STONE', 'GULLESTER N KENT']"
nist_r0439_01,GULLESTER N KENT,3,1,True,"[-0.06487040221691132, -0.0061153387650847435, 0.6927778720855713]","[2, 1, 0]","['ALVIN H EVANS', 'CROWDER U STONE', 'GULLESTER N KENT']"
nist_r0440_01,BAYLOR T BUNKS,3,1,True,"[0.5817134380340576, -0.16148406267166138, 0.04976247251033783]","[0, 2, 1]","['BAYLOR T BUNKS', 'BLUFFTON G TELLER', 'FAIRFIELD B HOOD']"
nist_r0440_01,BLUFFTON G TELLER,3,1,True,"[-0.069039486348629, 0.6401592493057251, -0.07415103167295456]","[1, 0, 2]","['BAYLOR T BUNKS', 'BLUFFTON G TELLER', 'FAIRFIELD B HOOD']"
nist_r0440_01,FAIRFIELD B HOOD,3,1,True,"[0.02263532020151615, -0.04889615997672081, 0.6463605761528015]","[2, 0, 1]","['BAYLOR T BUNKS', 'BLUFFTON G TELLER', 'FAIRFIELD B HOOD']"
nist_r0441_01,CALDWELL J KNOX,3,1,True,"[0.614529550075531, -0.037834443151950836, 0.025534968823194504]","[0, 2, 1]","['CALDWELL J KNOX', 'RICHMONT F BAPTIST', 'WHITTIER D OLIVER']"
nist_r0441_01,RICHMONT F BAPTIST,3,1,True,"[-0.009405029006302357, 0.6394205093383789, 0.020903443917632103]","[1, 2, 0]","['CALDWELL J KNOX', 'RICHMONT F BAPTIST', 'WHITTIER D OLIVER']"
nist_r0441_01,WHITTIER D OLIVER,3,1,True,"[0.10440380871295929, 0.11454008519649506, 0.6455103754997253]","[2, 1, 0]","['CALDWELL J KNOX', 'RICHMONT F BAPTIST', 'WHITTIER D OLIVER']"
nist_r0442_01,CASPER C WELLS,3,1,True,"[0.6708891987800598, 0.18002136051654816, -0.09618817269802094]","[0, 1, 2]","['CASPER C WELLS', 'CROWDER U STONE', 'SIMPSON P SHERMAN']"
nist_r0442_01,CROWDER U STONE,3,1,True,"[0.08600255101919174, 0.5639172792434692, -0.020954987034201622]","[1, 0, 2]","['CASPER C WELLS', 'CROWDER U STONE', 'SIMPSON P SHERMAN']"
nist_r0442_01,SIMPSON P SHERMAN,3,1,True,"[-0.1666366308927536, 0.07754640281200409, 0.7224620580673218]","[2, 1, 0]","['CASPER C WELLS', 'CROWDER U STONE', 'SIMPSON P SHERMAN']"
nist_r0443_01,CARROLL M KEMPER,3,1,True,"[0.6968549489974976, 0.00936815980821848, -0.1045781597495079]","[0, 1, 2]","['CARROLL M KEMPER', 'NASSON A YAMHILL', 'PAST O DALE']"
nist_r0443_01,NASSON A YAMHILL,3,1,True,"[0.031962502747774124, 0.647521436214447, 0.08056063205003738]","[1, 2, 0]","['CARROLL M KEMPER', 'NASSON A YAMHILL', 'PAST O DALE']"
nist_r0443_01,PAST O DALE,3,1,True,"[-0.18055030703544617, -0.08178077638149261, 0.6836416721343994]","[2, 1, 0]","['CARROLL M KEMPER', 'NASSON A YAMHILL', 'PAST O DALE']"
nist_r0444_01,CASPER L MASON,3,1,True,"[0.740862250328064, 0.2758273482322693, -0.2094864547252655]","[0, 1, 2]","['CASPER L MASON', 'CHAFFEY L ROGERS', 'THIEL A ROCKDALE']"
nist_r0444_01,CHAFFEY L ROGERS,3,1,True,"[0.2637307643890381, 0.7083607316017151, -0.04500793293118477]","[1, 0, 2]","['CASPER L MASON', 'CHAFFEY L ROGERS', 'THIEL A ROCKDALE']"
nist_r0444_01,THIEL A ROCKDALE,3,1,True,"[-0.17022253572940826, -0.16604259610176086, 0.42493587732315063]","[2, 1, 0]","['CASPER L MASON', 'CHAFFEY L ROGERS', 'THIEL A ROCKDALE']"
nist_r0445_01,REEDLEY O CLOUD,2,1,True,"[0.3055165112018585, -0.0433378741145134]","[0, 1]","['REEDLEY O CLOUD', 'TAYLOR K EMMET']"
nist_r0445_01,TAYLOR K EMMET,2,1,True,"[-0.0595448799431324, 0.3643932342529297]","[1, 0]","['REEDLEY O CLOUD', 'TAYLOR K EMMET']"
nist_r0446_01,ERSKINE W MITCHELL,2,1,True,"[0.6970950961112976, -0.1769917756319046]","[0, 1]","['ERSKINE W MITCHELL', 'SIMPSON P SHERMAN']"
nist_r0446_01,SIMPSON P SHERMAN,2,1,True,"[-0.10517998784780502, 0.6762887239456177]","[1, 0]","['ERSKINE W MITCHELL', 'SIMPSON P SHERMAN']"
nist_r0447_01,CALDWELL V NEWTON,3,1,True,"[0.4788546860218048, -0.18905186653137207, -0.18604923784732819]","[0, 2, 1]","['CALDWELL V NEWTON', 'LORAS F BROWN', 'PIEDMONT H KINGMAN']"
